6/13/2017 11:56:54 AM;0
6/13/2017 11:56:55 AM;1
6/13/2017 11:56:56 AM;1
6/13/2017 11:56:57 AM;1
6/13/2017 11:56:58 AM;1
6/13/2017 11:56:59 AM;1
6/13/2017 11:57:00 AM;1
6/13/2017 11:57:01 AM;1
6/13/2017 11:57:02 AM;1
6/13/2017 11:57:03 AM;0
6/13/2017 11:57:04 AM;1
6/13/2017 11:57:05 AM;1
6/13/2017 11:57:06 AM;0
6/13/2017 11:57:07 AM;1
6/13/2017 11:57:08 AM;1
6/13/2017 11:57:09 AM;0
6/13/2017 11:57:10 AM;1
6/13/2017 11:57:11 AM;1
6/13/2017 11:57:12 AM;0
6/13/2017 11:57:13 AM;1
6/13/2017 11:57:14 AM;1
6/13/2017 11:57:15 AM;1
6/13/2017 11:57:16 AM;1
6/13/2017 11:57:17 AM;1
6/13/2017 11:57:18 AM;1
6/13/2017 11:57:19 AM;1
6/13/2017 11:57:20 AM;1
6/13/2017 11:57:21 AM;1
6/13/2017 11:57:22 AM;1
6/13/2017 11:57:24 AM;1
6/13/2017 11:57:24 AM;1
6/13/2017 11:57:25 AM;1
6/13/2017 11:57:26 AM;1
6/13/2017 11:57:27 AM;1
6/13/2017 11:57:29 AM;1
6/13/2017 11:57:29 AM;1
6/13/2017 11:57:31 AM;1
6/13/2017 11:57:31 AM;1
6/13/2017 11:57:32 AM;1
6/13/2017 11:57:34 AM;1
6/13/2017 11:57:35 AM;1
6/13/2017 11:57:36 AM;1
6/13/2017 11:57:37 AM;1
6/13/2017 11:57:38 AM;1
6/13/2017 11:57:39 AM;1
6/13/2017 11:57:40 AM;1
6/13/2017 11:57:41 AM;1
6/13/2017 11:57:42 AM;1
6/13/2017 11:57:43 AM;1
6/13/2017 11:57:44 AM;1
6/13/2017 11:57:45 AM;1
6/13/2017 11:57:46 AM;1
6/13/2017 11:57:47 AM;1
6/13/2017 11:57:48 AM;1
6/13/2017 11:57:49 AM;1
6/13/2017 11:57:50 AM;1
6/13/2017 11:57:51 AM;1
6/13/2017 11:57:52 AM;1
6/13/2017 11:57:53 AM;1
6/13/2017 11:58:03 AM;1
6/13/2017 11:58:04 AM;1
6/13/2017 11:58:05 AM;1
6/13/2017 11:58:06 AM;1
6/13/2017 11:58:07 AM;1
6/13/2017 11:58:08 AM;1
6/13/2017 11:58:09 AM;1
6/13/2017 11:58:10 AM;1
6/13/2017 11:58:11 AM;1
6/13/2017 11:58:12 AM;0
6/13/2017 11:58:13 AM;0
6/13/2017 11:58:14 AM;0
6/13/2017 11:58:15 AM;1
6/13/2017 11:58:16 AM;1
6/13/2017 11:58:17 AM;1
6/13/2017 11:58:18 AM;1
6/13/2017 11:58:19 AM;0
