5/30/2017 12:46:42 AM;1
5/30/2017 12:46:43 AM;1
5/30/2017 12:46:44 AM;1
5/30/2017 12:46:45 AM;1
5/30/2017 12:46:46 AM;1
5/30/2017 12:46:47 AM;1
5/30/2017 12:46:48 AM;1
5/30/2017 12:46:49 AM;1
5/30/2017 12:46:50 AM;1
5/30/2017 12:46:51 AM;1
5/30/2017 12:46:52 AM;1
5/30/2017 12:46:53 AM;1
5/30/2017 12:46:54 AM;1
5/30/2017 12:46:55 AM;1
5/30/2017 12:46:56 AM;1
5/30/2017 12:46:57 AM;1
5/30/2017 12:46:58 AM;1
5/30/2017 12:46:59 AM;0
5/30/2017 12:47:00 AM;0
5/30/2017 12:47:01 AM;0
5/30/2017 12:47:02 AM;0
5/30/2017 12:47:03 AM;0
5/30/2017 12:47:04 AM;0
5/30/2017 12:47:05 AM;0
5/30/2017 12:47:06 AM;0
5/30/2017 12:47:07 AM;1
5/30/2017 12:47:08 AM;1
5/30/2017 12:47:09 AM;1
5/30/2017 12:47:10 AM;1
5/30/2017 12:47:11 AM;1
5/30/2017 12:47:12 AM;1
5/30/2017 12:47:13 AM;1
5/30/2017 12:47:14 AM;1
5/30/2017 12:47:15 AM;0
5/30/2017 12:47:16 AM;0
5/30/2017 12:47:17 AM;0
5/30/2017 12:47:18 AM;0
5/30/2017 12:47:19 AM;0
5/30/2017 12:47:20 AM;0
5/30/2017 12:47:21 AM;0
5/30/2017 12:47:22 AM;0
5/30/2017 12:47:23 AM;0
5/30/2017 12:47:24 AM;0
5/30/2017 12:47:25 AM;0
6/13/2017 11:55:33 AM;1
6/13/2017 11:55:34 AM;1
6/13/2017 11:55:35 AM;1
6/13/2017 11:55:36 AM;1
6/13/2017 11:55:37 AM;1
6/13/2017 11:55:38 AM;1
6/13/2017 11:55:39 AM;1
6/13/2017 11:55:40 AM;1
6/13/2017 11:55:41 AM;1
6/13/2017 11:55:42 AM;1
6/13/2017 11:55:43 AM;1
6/13/2017 11:55:44 AM;1
6/13/2017 11:55:45 AM;1
6/13/2017 11:55:46 AM;1
6/13/2017 11:55:47 AM;1
6/13/2017 11:55:48 AM;1
6/13/2017 11:55:49 AM;1
6/13/2017 11:55:50 AM;1
6/13/2017 11:55:51 AM;1
6/13/2017 11:55:52 AM;1
6/13/2017 11:55:53 AM;1
6/13/2017 11:55:54 AM;1
6/13/2017 11:55:55 AM;1
6/13/2017 11:55:56 AM;1
6/13/2017 11:55:57 AM;1
6/13/2017 11:55:58 AM;1
6/13/2017 11:55:59 AM;1
6/13/2017 11:56:00 AM;1
6/13/2017 11:56:01 AM;1
6/13/2017 11:56:02 AM;1
6/13/2017 11:56:03 AM;1
6/13/2017 11:56:04 AM;1
6/13/2017 11:56:05 AM;1
6/13/2017 11:56:06 AM;1
6/13/2017 11:56:07 AM;1
6/13/2017 11:56:08 AM;1
6/13/2017 11:56:09 AM;1
6/13/2017 11:56:10 AM;1
6/13/2017 11:56:11 AM;1
6/13/2017 11:56:12 AM;1
6/13/2017 11:56:13 AM;1
6/13/2017 11:56:14 AM;1
6/13/2017 11:56:15 AM;1
6/13/2017 11:56:16 AM;1
6/13/2017 11:56:17 AM;1
6/13/2017 11:56:18 AM;1
6/13/2017 11:56:19 AM;1
6/13/2017 11:56:20 AM;1
6/13/2017 11:56:21 AM;1
6/13/2017 11:56:22 AM;1
6/13/2017 11:56:23 AM;1
6/13/2017 11:56:24 AM;1
6/13/2017 11:56:25 AM;1
6/13/2017 11:56:26 AM;1
6/13/2017 11:56:27 AM;1
6/13/2017 11:56:28 AM;1
6/13/2017 11:56:29 AM;1
6/13/2017 11:56:30 AM;1
6/13/2017 11:56:31 AM;1
6/13/2017 11:56:32 AM;1
6/13/2017 11:56:33 AM;1
6/13/2017 11:56:34 AM;1
6/13/2017 11:56:35 AM;1
6/13/2017 11:56:36 AM;1
6/13/2017 11:56:37 AM;1
6/13/2017 11:56:38 AM;1
6/13/2017 11:56:39 AM;1
6/13/2017 11:56:40 AM;1
6/13/2017 11:56:41 AM;1
6/13/2017 11:56:42 AM;1
6/13/2017 11:56:43 AM;1
6/13/2017 11:56:44 AM;1
6/13/2017 11:56:45 AM;1
6/13/2017 11:56:46 AM;1
6/13/2017 11:56:47 AM;1
6/13/2017 11:56:48 AM;1
6/13/2017 11:56:49 AM;1
6/13/2017 11:56:50 AM;1
6/13/2017 11:56:51 AM;1
6/13/2017 11:56:52 AM;1
6/13/2017 11:56:53 AM;1
